가수,앨범,제목,발매년도,작사가,가사,
소녀시대,The 4th Mini Album 'Mr.Mr.',Mr.Mr.,2014.02.24.,"김희정,?조윤경","Let's go! 뭘 걱정하는데 넌, 됐고 뭐가 또 두려운데? 재고 또 재다 늦어버려 Uh- Uh- 매일 하루가 다르게 불안해져 가 앞서 가 주길 바라 그 누군가가 넌 모른 척 눈을 감는 You Bad Bad Bad boy, You so bad 더 당당하게 넌 Mr. Mr. (날 봐) Mr. Mr. (그래 바로 너 너 너) 날 가슴 뛰게 한 Mr. Mr. (최고의 남자) Mr. Mr. (그게 바로 너) 상처로 깨진 유리조각도 별이 되는 너 Mr. Mr. Mr. Mr. 나를 빛내줄 선택 받은 자! 그게 바로 너 Mr. Mr. 왜 넌 아직도 믿지 못해? 진짜! 비밀을 알려줄게 넌 왜 특별한 Mr.인지 Uh- Uh- 미랠 여는 열쇠 바로 니가 가진 걸 소년보다 더 큰 꿈을 끌어안아 빛난 눈 속 날 담고서 My Mi, Mi, Mister, Rock this world 더 당당하게 넌 Mr. Mr. (날 봐) Mr. Mr. (그래 바로 너 너 너) 날 가슴 뛰게 한 Mr. Mr. (최고의 남자) Mr. Mr. (그게 바로 너) 상처로 깨진 유리조각도 별이 되는 너 Mr. Mr. Mr. Mr. 나를 빛내줄 선택 받은 자! 그게 바로 너 Mr. Mr. 1. 2. 3. 4 (Mr. Mr. Mr. Mr.) (지금 세상 안에) Oh, 네 앞에 (누구보다 먼저) 널 던져 (더 치열하게) 더 치열하게 (Mr. Mr.) Mister (오직 그대만이) 이뤄낼 (단 하나) 내일 앞의 너 (그 안에 살아 갈 너와 나) Mister~ Oh~ 더 당당하게 넌 Mr. Mr. (날 봐) Mr. Mr. (그래 바로 너 너 너) 날 가슴 뛰게 한 Mr. Mr. (최고의 남자) Mr. Mr. (그게 바로 너) 상처로 깨진 유리조각도 별이 되는 너 Mr. Mr. Mr. Mr. 나를 빛내줄 최고의 남자! 그게 바로 너 Mr. Mr.",
소녀시대,The 4th Mini Album 'Mr.Mr.',Goodbye,2014.02.24.,황현 (MonoTree),뒤에 무슨 대사를 할지 아는 그저 그런 드라마처럼 오늘 니가 내게 어떤 말을 할지도 너무 알겠어 충분히 예상된 진부한 스토리야 Oh 밤새 나눈 얘기와 젖은 그 눈빛 서툴던 너의 고백도 이젠 부끄러운 일기처럼 숨겨지고 매일 둘만의 백야 속 네게 묻던 불안한 미래까지 전부 안녕 Really really good goodbye 한때는 내가 너 없인 숨 쉬기도 힘든 줄 알았어 그때는 니가 나를 존재하게 만든 신 인 줄 알았어 조금 아쉽지만 민망한 이야기 Oh 밤새 나눈 얘기와 젖은 그 눈빛 서툴던 너의 고백도 이젠 부끄러운 일기처럼 숨겨지고 매일 둘만의 백야 속 네게 묻던 불안한 미래까지 전부 안녕 Really really good goodbye 만약 내가 매달려 니 맘을 돌려도 그 다음에 그 다음엔 반복 될 뿐이잖니 Oh yeah 수없이 입술 깨물며 버텼던 마음이 이젠 지친 걸까 아님 내가 너무 큰 기댈했던 걸까 모르겠어 (기대했는지도 몰라 나) 왠지 내일은 비가 올 것만 같아 메마른 내게 뿌려줘요 안녕 Really really good goodbye Yeah Oh Yeah 어렸던 시간 Really really good goodbye (Goodbye) 어제의 나는 (Really really good goodbye Ooh) 이제는 안녕 Really really good goodbye (Oh Yeah Oh Yeah) Good good really really good goodbye,
소녀시대,The 4th Mini Album 'Mr.Mr.',유로파 (Europa),2014.02.24.,KENZIE,난 천천히 발을 옮겨 그대에게로 좀 더 가까이 가고 싶어 손을 내밀어 봤지 그대 몰래 너의 주위를 돌며 매일 매일 너만을 바라보는 유로파 아주 조금씩 커져온 내 마음이 말했어 이젠 그대에게로 갈 시간이야 닿을 수 없던 우리의 거리 꿈이여 내게 와요 그 안에서 살게 까만 어둠 속 너만 보여 끝 없이 돌고 있죠 온 힘 다해도 더 가까울 수 없다는 걸 알아요 ＂더 가까울 수 없다는 걸 알아..＂ 별은 차갑고 난 혼자죠 그대는 여전히 같은 거리를 지키며 나를 바라 보네요 잔인하게 서둘지 않고 갈게 매일 매일 내가 할 수 있는 만큼 해 볼게 아주 조금씩 커져온 내 마음이 말했어 이젠 그대에게로 갈 시간이야 닿을 수 없던 우리의 거리 꿈이여 내게 와요 그 안에서 살게 까만 어둠 속 너만 보여 끝 없이 돌고 있죠 온 힘 다해도 더 가까울 수 없다는 걸 알아요 ＂더 가까울 수 없다는 걸 알아..＂ 슬픔의 표정은 등 뒤로 영원히 보여주지 않아 너의 빛을 받아도 내 그림자만은 얼어가 날 잡아줘 더 강하게 끌어 안아줘 나는 너 없이 살 수 없어 You are the only one 영원히 닿을 수 없던 우리의 거리 꿈이여 내게 와요 그 안에서 살게 까만 어둠 속 너만 보여 끝 없이 돌고 있죠 온 힘 다해도 닿을 수 없던 우리의 거리 꿈이여 내게 와요 그 안에서 살게 더 가까울 수 없다는 걸 알아요 ＂더 가까울 수 없다는 걸 알아..＂,
소녀시대,The 4th Mini Album 'Mr.Mr.',Wait a Minute,2014.02.24.,"이주형 (MonoTree),G-HIGH (MonoTree),신아녜스,황현 (MonoTree),모울","왜 그리 어려워? Mystery로 가득한 너 Chic하던 나인데, 딴 사람이 된 것 같아 (잡힐 듯) 놓칠 듯 (놓칠 듯) 잡힐 듯 알 수 없는 아이러니 (밀었다) 당겼다 (뒤돌아) 꽉 잡아 시간이 없어, Come on now Oh my gosh~ 널 향한 손짓, 알쏭달쏭한 이런 Gesture 한번만! 이대로 멈춰, 사랑을 고백해봐 깜깜한 밤새도록 네 생각에 잠도 안 와 잠깐만! 모든걸 멈춰, 고개를 돌려 나를 봐줘 Just wait a minute... 너무 어지러워, '너'로 채운 내 세상이 눈을 꼭 감아도, 들리는 너의 목소리 (잡힐 듯) 놓칠 듯 (놓칠 듯) 잡힐 듯 알 수 없는 아이러니 (밀었다) 당겼다 (뒤돌아) 꽉 잡아 모르겠어 Don't know how Oh my gosh~ 널 향한 손짓, 알쏭달쏭한 이런 Gesture 한번만! 이대로 멈춰, 사랑을 고백해봐 깜깜한 밤새도록 네 생각에 잠도 안 와 잠깐만! 모든걸 멈춰, 고개를 돌려 나를 봐줘 알다가도 몰라, 혹시 너 나 좋아? 못이기는 척 받아줄 테니까, 남자답게 말해봐 Oh my gosh~ 도도한 내게 무슨 일이 일어난 걸까? Oh my heart~ 심장이 점점 멋대로 두근거려 꼼짝 마~ 어딜 도망가? 네게 빠진 날 여기 두고 (날 여기에 두고) 날 좀 봐~ 어쩌면 좋아? 완전히 반했나 봐... 달콤한 눈웃음에, 난 이미 Lost in your love 내게만, 살짝 말해봐~ 너도 나와 똑같다고 Just wait a minute…",
소녀시대,The 4th Mini Album 'Mr.Mr.',백허그 (Back Hug) ,2014.02.24.,조윤경,"가만히 뒤에서 날 끌어 안아줘 내 어깨에 턱을 기대 너무 세지 않게 살짝 네 온기가 전해지게 감싸 안아줘 따스하고 편안한 옷처럼 언제나 포근히 날 감싸 주는 넌 쇼윈도 너머 멋진 옷 보다 내게 넌 어울려 매일 너를 입고 온 시간을 함께 하기를 바래 가끔씩 눈물에 기대고 싶은 날에도 Always You cover my heart 넓은 네 가슴에 등을 기대 앉아 책을 읽고 영활 보고 한가로운 오후 햇살 눈 부실 땐 넌 나만의 그늘이 돼 줘 크고 아름다운 날개처럼 언제나 내 뒤에 꼭 붙어 있어줘 평범한 내가 네 품 안에서 천사가 됐죠 매일 너를 달고 온 하늘을 날아 다니길 바래 그러다 지치면 네 아래서 나 잠들게 Always You cover my heart 귓가에 낮은 목소리 날 온통 달콤히 녹여내 지금 돌아볼까 너무 두근거려 널 볼 수 없어요 난 매일 너를 입고 온 시간을 함께 하기를 바래 (Every day, Oh my love) 가끔씩 눈물에 기대고 싶은 날에도 Always (I'll be with you, always) 매일 너를 달고 온 하늘을 날아 다니길 바래 그러다 지치면 네 아래서 나 잠들게 Always Please cover my heart",
소녀시대,The 4th Mini Album 'Mr.Mr.',Soul ,2014.02.24.,조윤경,(나를 믿어 봐 Right now) 어디로 가냐고 묻지마 이 길이 향하는 그대로 난 너를 데려가 최대로 속도감을 더해가 가슴 한 켠 네 맘 안에 불을 탁 켠 내게 이미 넌 빠졌어 내가 없는 너를 더는 상상 할 수 없어 너와 내가 함께 지금 이 순간에 모든 걱정을 잊고 앞만 보고 날 따라가 달려가야만 해 찾아가야만 해 네 가슴을 뜨겁게 할 그 빛을 향해가 Get it Get it 강렬함을 더해 벅찬 가슴으로 말해 지금 너를 데려가 줄게 잊고 있던 Find your soul Take it Take it 손에 쥐길 바래 절대 놓지 않길 원해 자신 있게 지금 달려 봐 나와 함께 Find your soul (Now) 내 두 눈에 가득 (Now) 누구보다 남다른 (Now) 강한 힘을 느껴봐 그래 바로 Find your soul (Now) 내 가슴 가득 (Now) 누구와도 다른 (Now) 열정을 전해 눈부시게 Find your soul (나를 믿어 봐 Right now) 뭘 향해 가냐고 묻지 마 네 안에 두려움 대신에 난 채워 줄 거야 넌 다신 주저하지 말아줘 당당하게 어디서도 자신 있게 그런 너를 난 원했어 네가 아니면 날 절대 가질 수가 없어 네가 나의 곁에 더 가까이 올 때 함께 한 순간 누구도 널 위협 못해 Yeah Yeah Get it Get it 강렬함을 더해 벅찬 가슴으로 말해 지금 너를 데려가 줄게 잊고 있던 Find your soul Take it Take it 손에 쥐길 바래 절대 놓지 않길 원해 자신 있게 지금 달려 봐 나와 함께 Find your soul (Now) 내 두 눈에 가득 (Now) 누구보다 남다른 (Now) 강한 힘을 느껴봐 그래 바로 Find your soul (Now) 내 가슴 가득 (Now) 누구와도 다른 (Now) 열정을 전해 눈부시게 Find your soul 반짝이는 Find your soul 나와 함께 Find your soul 다시 가슴 뛰게 하겠어 멀리 너를 데려가겠어 가치 있는 것을 찾아서 Yeah Yeah Yeah Yeah Yeah [Rap] 간절하게 나를 찾아 왔잖아 완전해질 너를 그려 왔잖아 누구도 따라 올 수 없는 style (그래 바로 Find your soul) 강렬하게 내게 이끌리잖아 격렬하게 네 가슴이 뛰잖아 멀리서 반짝이는 Like a star (눈부시게 Find your soul) Get it Get it 강렬함을 더해 벅찬 가슴으로 말해 지금 너를 데려가 줄게 잊고 있던 Find your soul Take it Take it 손에 쥐길 바래 절대 놓지 않길 원해 자신 있게 지금 달려 봐 나와 함께 Find your soul 나와 함께 Find your soul 나와 함께 Find your soul,
소녀시대,Single 'Catch Me If You Can',Catch Me If You Can,2015.04.10.,"Mafly,?최아름(Jam Factory)","(Did it) 서툰 말보단 (Did it) 네 행동만이 (Did it) 나는 믿겨져 (Did it) 지식보다도 (Did it) 의식들만이 (Did it) 나를 움직여 첫 눈에 반한 듯이 나를 빤히 보는 널 난 쉽게 받아 줄 수 없지 일분일초 쉬지 않고 맘 변하는 날 넌 안절부절 못하겠지 멈추지 않아 한계를 지나 속도를 높여 I’ve got a feeling 나도 내 맘 잡을 수 없어 새로운 나야 I’m going to find my heart, my heart, my heart I’m going to find my heart, my heart, my heart Catch Me If You Can Catch Me If You Can Catch Me If You Can 언젠가 왔던 이 곳 언젠가 그렸던 꿈 언젠가 스쳐간 너 이제 같은 곳에 난 없어 같은 꿈도 없어 똑같은 넌 없어 네 앞에서 얘기하던 내가 아니야 더 달라지는 나를 원해? 일분일초 새롭잖아 나를 지켜봐 여자는 계속 변하거든 멈추지 않아 한계를 지나 달라진 날 봐 I’ve got a feeling 어느 샌가 지금도 벌써 새로운 과거 I’m going to find my heart, my heart, my heart I’m going to find my heart, my heart, my heart Catch Me If You Can Catch Me If You Can Catch Me If You Can 태양보다 뜨겁게 널 비추는 나를 봐 꿈처럼 스치는 my soul, Dancing in the real life 멈출 수 없어 I’ve got a feeling Ha~ I’m going to find my heart, my heart, my heart (My Heart) I’m going to find my heart, my heart, my heart (I’m going to find my heart) Catch Me If You Can Catch Me If You Can Catch Me If You Can Catch Me If You Can Catch Me If You Can",
소녀시대,Single 'Catch Me If You Can',Girls ,2015.04.10.,이스란,"들어줄래? 살며시 나 네게 이 노래를 전해 Can you feel? 우리의 맘을 서로에게 나눠 담아 Song for you 늘 언제나 강한 모습 속 널 가두지 말고 가끔은 감춰둔 여린 네 표정 꺼내놓아도 돼 Same as you 의미도 없는 다툼에 고민하고 Same as you 괜한 투정에 후회할 때도 있어 Never gonna look back, girls Never gonna look back, girls 흔들림 없이 꿈을 향해 계속 걸어가는 거야 Never gonna look back, girls Never gonna look back, girls 찬란한 빛은 맘 속에 있어 채워져 갈 Story Yes, it is 가까이에 누군가가 잠시 잊고 두고 간 꿈 쫓아가다 넘어질 땐 서로 일으켜주면 돼 Same as you (you) 저 하늘조차 바라보기 싫어질 땐 Same as you (you) 기대어 쉴 수 있는 사랑을 꿈꿔 Never gonna look back, girls Never gonna look back, girls 이 세상에는 우릴 위해 펼쳐진 길이 있는 걸 Never gonna look back, girls Never gonna look back, girls 여행의 끝은 아직 먼 얘기 미랠 향한 Story goes on Stop! 더 헤매지 않아 절대 포기하지 않아 희미해진 세상에 눈부시게 큰 꽃을 피우자 (I will be there) I will always be with you, whenever you call my name 너의 새하얀 미소 무엇보다 예쁜 걸 　 So I'm, Never gonna look back, girls Never gonna look back, girls 흔들림 없이 꿈을 향해 계속 걸어가는 거야 Never gonna look back, girls Never gonna look back, girls 찬란한 빛은 맘 속에 있어 채워져 갈 Story Yes, it is Never gonna look back, girls Never gonna look back, girls (Never looking back~) 이 세상에는 우릴 위해 펼쳐진 길이 있는 걸 Never gonna look back, girls Never gonna look back, girls 여행의 끝은 아직 먼 얘기 미랠 향한 Story goes on",
소녀시대,PARTY,PARTY,2015.07.07,조윤경,Hey girls do you know what time it is It must be party time Here we go 여긴 Summer 지금 Radio를 켜 흘러나오는 Favorite song Hey turn it up 뜨거운 리듬 이끄는 대로 Drive 눈이 부신 여름 속으로 Oh Oh 창을 넘어 온 바람을 따라 지금 Yeah Yeah Yeah Yeah Yeah Singing Yeah Yeah Yeah Yeah Yeah 목소릴 높여 Louder and Louder 파도소릴 따라 달려 Here we go We can’t stop stop stop 여긴 Party time 이대로 계속 Party time It’s a party We gon rock rock rock 짜릿하게 난 Tonight P A R T Y P A R T Y 레몬 소주 난 테킬라 넌 모히토 가자 제주 캘리포니아 로마까지 하얀 진주 품은 바다 멋진 파도 Finito P A R T Y P A R T Y We love summer 바쁘게 뛰어 온 어젠 다 잊어버리고 Hey turn it up 저 푸른 하늘 정말 완벽한 걸 수면 위에 가득 물들어 Oh Oh 찬란한 여름 다 가기 전에 함께 Yeah Yeah Yeah Yeah Yeah Singing Yeah Yeah Yeah Yeah Yeah 들뜬 내 맘은 Higher and Higher 어서 잔을 위로 A shot here we go We can’t stop stop stop 여긴 Party time 이대로 계속 Party time It’s a party We gon rock rock rock 짜릿하게 난 Tonight P A R T Y P A R T Y 레몬 소주 난 테킬라 넌 모히토 가자 제주 캘리포니아 로마까지 하얀 진주 품은 바다 멋진 파도 Finito P A R T Y P A R T Y 우릴 부를 Sunrise 찾아와도 멈출 수 없어 계속 되는 Party time Go on and on and on 밤새도록 We can’t stop stop stop 여긴 Party time 이대로 계속 Party time It’s a party We gon rock rock rock 짜릿하게 난 Tonight P A R T Y P A R T Y 레몬 소주 난 테킬라 넌 모히토 가자 제주 캘리포니아 로마까지 하얀 진주 품은 바다 멋진 파도 Finito P A R T Y P A R T Y Party time,
소녀시대,PARTY,Check ,2015.07.07,Mafly,"Count it down 4 3 2 Check 가까워지는 우리 Heart to Heart 꿈틀거리는 내 본능은 Start 피어나 간지럽게 들킬까 아슬하게 Take a chance 너 몰래 (사로잡을래) 준비됐어 Lipstick, Check High Heels, Check Hair Style, Check (Check, Check, Check) 미소도, Check 향기도, Check 달콤히 (Check, Check, Check) 조금씩 조금씩 네게 (더 다가가) 널 감싸는 날 찾겠지 꼭 눈감지 않아도 딱 느낌이 오지? My only one ma-a-a-an The only one ma-a-a-an 너라는 Joy, joy, joy (Check) Boy oh boy So come and get me, ma-a-a-an 조금만 더, 더 다가와줘 Come here baby, So come and come and get me Come here baby, So come and come and come, come and come and get me 화려한 조명 아래 (거울에 비춘 내가) 어제와는 너무 달라 Oh (너무나 달라) Oh 아직 놀라긴 일러 반도 못 보여준 걸 (Check, Check, Check) 넌 취향저격 Woo 당한 거야 Lipstick, Check High Heels, Check Hair Style, Check (Check, Check, Check) 미소도, Check 향기도, Check 달콤히 (Check, Check, Check) 조금씩 조금씩 빠져 (넌 빠져가) 내 이름을 부르겠지 꼭 눈감지 않아도 딱 느낌이 오지? My only one ma-a-a-an The only one ma-a-a-an 너라는 Joy, joy, joy (Check) Boy oh boy So come and get me, ma-a-a-an 조금만 더, 더 다가와줘 누가 뭐래도 난 상관없어 I just wanna be next to you 너와 함께면 I wanna go Crazy Come here baby, So come and come and get me Come here baby, So come and come and come, come and come and get me 꼭 눈감지 않아도 딱 느낌이 오지? My only one ma-a-a-an The only one ma-a-a-an 너라는 Joy, joy, joy (Check) Boy oh boy So come and get me, ma-a-a-an 조금만 더, 더 다가와줘 다 말하지 않아도 딱 네 맘에 들지? My only one ma-a-a-an The only one ma-a-a-an 너라는 Joy, joy, joy (Check) Boy oh boy So come and get me ma-a-a-an 사랑을 내게 속삭여줘 Check",
소녀시대,Lion Heart - The 5th Album,Lion Heart?,2015.08.18.,"1월 8일,?최소영(Jam Factory),?Joy Factory",Oooh 너와 나 첨 만났을 때 Oooh 마치 사자처럼 맴돌다 기회를 노려 내 맘 뺏은 너 Ah 넌 달라진 게 없어 여전해 난 애가 타고 또 타 사냥감 찾아 한 눈 파는 너 수백 번 밀어내야 했는데 수천 번 널 떠나야 했는데 Tell me why 왜 맘이 맘이 자꾸 흔들리니 난 여기 여기 네 옆에 있잖니 정신 차려 Lion heart 난 애가 타 내 맘이 맘이 더는 식지 않게 난 여기저기 뛰노는 너의 맘 길들일래 Lion heart OhOhOh OhOhOhOhOh OhOhOh OhOhOhOhOh Oooh 넌 자유로운 영혼 여전해 충실해 본능 앞에 지금 네 옆에 난 안 보이니 수백 번 고민 고민해봐도 수천 번 결국 답은 너인데 Tell me why 왜 맘이 맘이 자꾸 흔들리니 난 여기 여기 네 옆에 있잖니 정신 차려 Lion heart 난 애가 타 내 맘이 맘이 더는 식지 않게 난 여기저기 뛰노는 너의 맘 길들일래 Lion heart OhOhOh OhOhOhOhOh 곤히 잠자는 나의 코끝을 Baby OhOhOh OhOhOhOhOh 네가 건드려 나도 화가 나 Baby Tell me why 왜 맘이 맘이 자꾸 흔들리니 난 여기 여기 네 옆에 있잖니 정신 차려 Lion heart 난 애가 타 내 맘이 맘이 더는 식지 않게 난 여기저기 뛰노는 너의 맘 길들일래 Lion heart Ladies y’all know what I’m talking about right Yeah 모두 다 아니라 해도 좋을 때 있지 않아 사실 나만 좋음 됐지 뭐 바람보다 빠른 눈치로 맘은 뜨겁게 햇살처럼 따뜻한 말로 머린 차갑게 길들일래 너의 Lion heart 사자 같은 너의 Lion heart Lalala Lalalalala 여기 와서 앉아 Lalala Lalalalala 내 곁에만 있어 Lalala Lalalalala 한 눈 팔지 말아 Lion heart,
소녀시대,Lion Heart - The 5th Album,You Think,2015.08.18.,조윤경,"내 생각에 맘이 아파 밤을 새? 네가 날 걱정해? Wow 처음 듣는 얘기 혼자 갖은 착한 척 나 땜에 눈물 나는 척 너의 모든 S.N.S 애쓰네 너만 상처 받은 얘기 이미 지나버린 지워버린 시간 속에 불러주던 My name 한 땐 너무나 반짝였던 너와 나 간직하려 했던 화려했던 추억 다 너는 뱉어 멋대로 뱉어 차갑게 뱉어 Oh You think ya real cool Ya Think ya real coo-o-ol 네 생각일 뿐 Boy, You ain't cooler than me, Nah You think ya real cool Ya Think ya real coo-o-ol 네 착각의 끝 Boy, You ain't cooler than me, Nah (처음 듣는 얘기) Hah Yeah 어느새 또 우리 얘길 들춰 내 사람들이 널 집중하게 이용했어 날 가시 돋친 Bad girl 떠들어 대는 걸 적당히 눈 감아주니까 또 선을 넘어 넌 자꾸 흐려지는 느려지는 구름 아래 쏟아지는 My rain 속에 나 홀로 감춰 흘린 눈물과 내가 받은 상처 보란 듯이 너는 다 모두 뱉어 가볍게 뱉어 우습게 뱉어 Oh You think ya real cool Ya Think ya real coo-o-ol 네 생각일 뿐 Boy, You ain't cooler than me, Nah You think ya real cool Ya Think ya real coo-o-ol 네 착각의 끝 Boy, You ain't cooler than me, Nah Boy, 자신 없음 Back Uh 이제 와서 왜 아련히 날 보니 아 뭐니 제대로 말 해 What what what 기를 못 펴 왜? 네가 멋대로 막 써내려 간 가십 속의 Bad girl 괜찮아 뭐 결국엔 다 네게 Return 똑똑히 좀 들어 내가 한 선택 후회할 맘 더는 없어 Go away 온 세상이 너 하나뿐인 줄만 알던 나 아냐 더 분명한 답 너에게 난 미치게 아까운 여자란 걸 Because You think ya real cool Ya Think ya real coo-o-ol 네 생각일 뿐 Boy, You ain't cooler than me, Nah You think ya real cool Ya Think ya real coo-o-ol 네 착각의 끝 Boy, You ain't cooler than me, Nah",
소녀시대,Lion Heart - The 5th Album,어떤 오후 (One Afternoon),2015.08.18.,"황현 (MonoTree),신아녜스","또 부서진다 부서진다 낡은 기억이 또 사라진다 사라진다 어떤 얼굴이 무심코 지나치던 내 하루 속에 참 어려웠고 어렸었던 그 때의 우리 이제야 문을 열고서 망가져가는 시간을 고치고 싶어 *하루하루 늘어가는 한숨 속에 이유 없이 생각나는 날이 있어 그 흩어지고 으스러진 시간 속에서 꼭 찾고 싶은 보고 싶은 장면이 있어 처음 내게 손을 건네던 너 참 서툴렀고 불안하며 무책임했던 무섭게도 지독했던 그 날의 우리 망가져가는 시간을 고치고 싶어 *Repeat 어떤 생각과 어떤 모습의 하루를 살고 있는지 궁금해져 가끔은 너도 추억에 기대어 눈부신 그 날의 꿈을 꾸는지 보고 싶어 지금 네 모습 그대로 듣고 싶어 꾸밈 없는 네 목소리 혹 오래되어 엉켜버린 오해라 해도 꼭 다시 한 번 느끼고픈 마음이 있어 맑은 오후, 오늘 같은 날에 Como estas? 햇살 속에 부서지던 우리",
소녀시대,Lion Heart - The 5th Album,Show Girls,2015.08.18.,Mafly,"빌딩숲 사이로 날 비춰오는 Moonlight 저기 저 작은 별에서 태어난 Lady 가로등 아래 Spot Light 아찔한 Smile (아찔한 Smile) 이 넓고 좁은 땅에 피어나는 찰나 날 보낸 신의 손길 선택은 단 하나 역할도 대사도 모두 다 내 말, 내 맘 따라 (전부 내 맘 따라) *시나리오 따위는 없는 거야 운명이란 틀에 갇혀 살지는 마 주인공은 이 순간 바로 너 Boom Boom 이 봐 Lady 눈 한번만 딱 감고 시작해 어둠이 오늘밤 모두 덮기 전에 손끝까지 Free해지게 *We Are The Show Girls! Action! In The World! We Are The Show Girls! Action! In The World! We Are The Show Girls! Action! In The World! 너와 나의 Happy Ending! 휴일 하루쯤은 누군가와 로마 아침 해가 뜨면 티파니로 나와 영원히 계속될 꿈 속처럼 너와 (꿈속의 너와) Up & Down 더 많아질 수록 점점 스토리는 난해해 수천 번 더 이해해봐도 자꾸 허무해져만 가, 나 왜? 가만히만 있지 말고 이리 나와 Chance는 아무 때나 오지 않아 열정 가득 태운 맘은 Best Friend Boom Boom 이 봐 Lady 자신감으로 널 채워 시작해 어둠 속에 빛이 사라지기 전에 누구보다 Free해지게 do-do-yeah doobie doobie do-do-yeah x3 손끝까지 Free해지게 *Repeat (We Are The Show Girls... We Are The Show Girls... We Are The Show Girls... Look out Here we go) 시나리온 저 멀리 날려봐 운명의 끈을 더 꽉 잡아 모든 게 너만의 Drama잖아 Boom Boom 이 봐 Lady 네 마음의 틈 사이를 겨냥해 어둠이 오늘밤 모두 덮기 전에 누구보다 Free해지게 *Repeat x2",
소녀시대,Lion Heart - The 5th Album,Fire Alarm,2015.08.18.,KENZIE,"Danger, Danger 뚜룻뚜 알람이 경고해 거기서 멀어져야 해 No-nuh, no-nuh, no-nuh Stranger, Stranger 그는 낯설고 위험해 모두들 말리고 있지 No-nuh, no-nuh, no-nuh 눈빛, 아차, 들킨 것 같아 거울을 보는 척 훔쳐본 눈빛 마주쳤는데 왜지? 그의 시선을 원해 마음 속 한 구석 Spark가 번쩍 일었어 나를 깨워, 경고해 Fire! 하지만 너무 좋아 상상해 그의 Kiss Got a feeling 이건 특별해 그는 강렬한 엔진 멋있어 솔직히 서두르지마 다들 찰나의 감정인 것뿐이래 No No 난 너무 진지한 걸요 걱정인지 질툰지 Fire! (Woo) 이해해 충분히 Woo 나만 볼 수 있는 그 Fire 긴장한 공기 속에 시선이 오가 밀고 당기는 유치함은 버리자 머리가, 가슴이 한 목소리야 '그를 잡아' 마음속 한 구석 Spark가 번쩍 일었어 나를 깨워, 경고해 Fire! 하지만 너무 좋아 상상해 그의 Kiss Got a feeling 이건 특별해 그는 강렬한 엔진 멋있어 솔직히 서두르지마 다들 찰나의 감정인 것뿐이래 No No 난 너무 진지한 걸요 걱정인지 질툰지 Fire! (Woo) 이해해 충분히 당신의 Heart, 차가운 그 맘 어떻게 따뜻이 안아줄까 Wanna see, wanna know 작은 이 불꽃을 크게 피워줄래 Danger, Danger 뚜룻뚜 알람이 경고해 거기서 멀어져야 해 No-nuh, no-nuh, no-nuh Stranger, Stranger 그는 낯설고 위험해 모두들 말리고 있지 No-nuh, no-nuh, no-nuh 나를 깨워, 경고해 Fire! 하지만 너무 좋아 상상해 그의 Kiss Got a feeling 이건 특별해 그는 강렬한 엔진 멋있어 솔직히 서두르지마 다들 찰나의 감정인 것뿐이래 No No 난 너무 진지한 걸요 걱정인지 질툰지 Fire! (Woo) 이해해 충분히 Woo",
소녀시대,Lion Heart - The 5th Album,Talk Talk ,2015.08.18.,조윤경,"Hey, 비가 내리는 날이면 먼저 그를 기다리고 싶은 걸 유독 시간은 느리게 가고 그 사람만을 그리게 하니까 그 목소리가 어떤지 어떤 모습에 또 나 설레는지 누구에게든 얘기하고픈 너무 아껴둔 비밀스런 Story 톡 톡 톡 톡 톡 톡 빗소리에 Talk talk talk talk talk talk 말을 하면 톡 톡 톡 톡 톡 톡 톡 대답하는 너 *투명한 우산 위로 또르르 굴러내려 우리 얘기 내 맘의 작은 위로 너 바로 너 바로 너 바로 너야 저 꽃잎에 유리창에 내 가슴에 촉촉히 젖어 들어 My love is making me so special Don't stop 조금만 더 내려줄래 그 사람 얘길 들어 줄래 걸어가는 모습도 Wonderful 마치 Waterfall 물 마를 줄 모르는 것처럼 넘쳐흐르는 그 사랑에 난 매일을 꿈 속에 환한 빛 속에 그의 품 속에 사랑스런 기분 톡 톡 톡 톡 톡 톡 빗소리에 Talk talk talk talk talk talk 말을 하면 톡 톡 톡 톡 톡 톡 톡 대답하는 너 *Repeat My baby loves to talk, baby loves to talk 따스한 목소리에 Yeah yeah 내 마음에 톡 비가 내려 톡 온통 그가 톡 젖어 들어 톡 수면 위로 비춰지는 건 Oh yeah 웃으며 그에게로 한 발 더 다가가는 나의 모습 놀라서 나에게로 더 달려 와 달려 와 달려오네 우산 아래 촉촉하게 젖은 어깨 가만히 난 기대어 My love is making me so special",
