분류	가수	앨범	제목	발매년도	작사가	가사
음원순위	방탄소년단	LOVE YOURSELF 結 'Answer'	IDOL	2018	PDOGG,Supreme Boi,'Hitman' Bang,Ali Tamposi,Roman Campolo,RM	You can call me artist You can call me idol 아님 어떤 다른 뭐라 해도 I don't care I'm proud of it 난 자유롭네 No more irony 나는 항상 나였기에 손가락질 해, 나는 전혀 신경 쓰지 않네 나를 욕하는 너의 그 이유가 뭐든 간에 I know what I am I know what I want I never gon' change I never gon' trade (Trade off) 뭘 어쩌고 저쩌고 떠들어대셔 I do what I do, 그니까 넌 너나 잘하셔 You can't stop me lovin' myself 얼쑤 좋다 You can't stop me lovin' myself 지화자 좋다 You can't stop me lovin' myself OHOHOHOH OHOHOHOHOHOH OHOHOHOH 덩기덕 쿵더러러 얼쑤 OHOHOHOH OHOHOHOHOHOH OHOHOHOH 덩기덕 쿵더러러 얼쑤 Face off 마치 오우삼, ay Top star with that spotlight, ay 때론 슈퍼히어로가 돼 돌려대 너의 Anpanman 24시간이 적지 헷갈림, 내겐 사치 I do my thang I love myself I love myself, I love my fans Love my dance and my what 내 속안엔 몇 십 몇 백명의 내가 있어 오늘 또 다른 날 맞이해 어차피 전부 다 나이기에 고민보다는 걍 달리네 Runnin' man Runnin' man Runnin' man 뭘 어쩌고 저쩌고 떠들어대셔 I do what I do, 그니까 넌 너나 잘하셔 You can't stop me lovin' myself 얼쑤 좋다 You can't stop me lovin' myself 지화자 좋다 You can't stop me lovin' myself OHOHOHOH OHOHOHOHOHOH OHOHOHOH 덩기덕 쿵더러러 얼쑤 OHOHOHOH OHOHOHOHOHOH OHOHOHOH 덩기덕 쿵더러러 얼쑤 I'm so fine wherever I go 가끔 멀리 돌아가도 It's okay I'm in love with my-my myself It's okay, 난 이 순간 행복해 얼쑤 좋다 You can't stop me lovin' myself 지화자 좋다 You can't stop me lovin' myself OHOHOHOH OHOHOHOHOHOH OHOHOHOH 덩기덕 쿵더러러 얼쑤 OHOHOHOH OHOHOHOHOHOH OHOHOHOH 덩기덕 쿵더러러 얼쑤
음원순위	레드벨벳	Perfect Velvet - The 2nd Album	피카부 (Peek-A-Boo)	2017.11.17.	Kenzie	Uhm yeah yah Oh gosh 난리야 (Oh gosh) 맞아 난 좀 기분파 헤 금방 또 사랑에 빠져 (Yeah yeah yeah yeah) 새것만 좋아해요 반짝거리죠 다들 그렇잖아요 맞죠? Peek-A-Boo! 설렐 때만 사랑이니까 (La la la la la) 내 친구 모두 소리쳐 넌 정말 문제야! I’m fine fine fine fine fine fine Peek-Peek-A-Peek-A-Boo Peek-Peek-A-Peek-A-Boo 흥이 난 여우 그런 나라구 Peek-Peek-A-Peek-A-Boo I said 1, 2, 3! Play the game again 버튼을 눌러보자 쿵푸만큼 빨리 중간에 내 맘 변해도 놀라지 말기 혹시 끌리지 않니? 그럼 Excuse me 자 전화해요 밤새 또 놀러 가요 함께 Restart a game! 돌진해 롤링해 블랑카! 오늘 저녁도 (Let’s go!) 놀이터는 붐비고 지루해질 틈조차 없죠 (Yeah yeah yeah) 빙글빙글 돌아요 다들 똑같죠 오 마침내 마주친 눈빛 Peek-A-Boo! 새로워요 사랑인가요 (La la la la la) 내 친구 모두 소리쳐 넌 정말 문제야! I’m fine fine fine fine fine fine (Ma Boo-Boo-Boo Peek-A-Boo-Boo-Boo-Boo) Peek-Peek-A-Peek-A-Boo Peek-Peek-A-Peek-A-Boo Peek-Peek-A-Peek-A-Boo 술래는 너로 정해졌어 재밌을 거야 끼워 줄게 (Peek-Peek-A-Peek-A-Boo) 저 달이 정글짐에 걸릴 시간까지 노는 거야 (Peek-Peek-A-Peek-A-Boo) Peek-A-Boo! 이상해 어라 넌 좀 달라 이런 게임 멈추고 너를 다시 보게 돼 무섭지 않아 난 새로운 얘기가 펼쳐질 거라는 걸 방금 느꼈으니까 Peek-Peek-A-Peek-A-Boo Peek-Peek-A-Peek-A-Boo 흥이 난 여우 그런 나라구 Peek-Peek-A-Peek-A-Boo 술래는 너로 정해졌어 재밌을 거야 끼워 줄게 (Peek-Peek-A-Peek-A-Boo) 저 달이 정글짐에 걸릴 시간까지 노는 거야 (Peek-Peek-A-Peek-A-Boo) 술래는 너로 정해졌어 재밌을 거야 네가 좋아 (Peek-Peek-A-Peek-A-Boo) 저 달이 정글짐에 걸릴 시간이지만 더 놀자! (Peek-Peek-A-Peek-A-Boo) Peek-A-Boo Peek-A-Boo Peek-A-Boo 
음원순위	방탄소년단	LOVE YOURSELF 轉 'Tear'	Anpanman	2018	PDOGG,Supreme Boi,'Hitman' Bang,RM,SUGA,진보	Waiting for you Anpanman Waiting for you Anpanman 내겐 없지 알통이나 갑빠 내겐 없지 super car like Batman 되게 멋진 영웅이 내 낭만 But 줄 수 있는 건 오직 Anpan 꿈꿔왔네 hero like Superman 힘껏 뛰었네 하늘높이 방방 무릎팍 까지는 것 따윈 두렵지 않아 순수한 내 어릴 적의 망상 I'm not a superhero 많은 것을 바라지마 I can be your hero 이런 말이 가당키나 한 일인지 모르겠어 정말 근데 꼭 해야겠어요 엄마 내가 아니면 누가할까 You can call me say Anpan Waiting for you Anpanman (Lemme hear ya say, lemme hear ya say) Waiting for you Anpanman (Turn it up, turn it up, turn It up) 좀 더 힘을 내볼래 (Lemme hear ya say, lemme hear ya say) 너의 힘이 돼줄래 (Turn it up, turn it up, turn it up) 계속 돌려 돌려 나의 Anpan Keep ballin' ballin' still 방탄 눈 뜨니 hero but still in 미로 그 young man, young man, young man 계속 몰래 몰래 상처 만땅 But ballin' ballin' still 방탄 아파도 hero 두려움은 뒤로 Anpanman panman panman I'm a new generation Anpanman I'm a new superhero Anpanman 내가 가진 건 이 노래 한방 Lemme say ＂All the bad men, cop out＂ I'm a new generation Anpanman I'm a new superhero Anpanman 내가 가진 건 이 노래 한방 Lemme say ＂All the bad men, cop out＂ 가끔은 이 모든 게 두렵네 사랑하는 게 넘 많이 생겼기에 누군 말해 너도 이제 꼰대 다 됐으 자격 없어 그냥 하던 거나 잘 해 그래도 난 영웅이고파 줄 수 있는 건 단팥빵 과 수고했단 말뿐이다만 부름 바로 날라갈게 날 불러줘 Waiting for you Anpanman (Lemme hear ya say, lemme hear ya say) Waiting for you Anpanman (Turn it up, turn it up, turn it up) 좀 더 힘을 내볼래 (Lemme hear ya say, lemme hear ya say) 너의 힘이 돼줄래 (Turn it up, turn it up, turn it up) 계속 돌려 돌려 나의 Anpan Keep ballin' ballin' still 방탄 눈 뜨니 hero but still in 미로 그 young man, young man, young man 계속 몰래 몰래 상처 만땅 But ballin' ballin' still 방탄 아파도 hero 두려움은 뒤로 Anpanman panman panman 솔직하게 무서워 넘어지는 게 너희들을 실망시키는 게 그래도 내 온 힘을 다해서라도 나 꼭 너의 곁에 있을게 다시 넘어지겠지만 또다시 실수 하겠지만 또 진흙투성이겠지만 나를 믿어 나는 hero니까 Yeah yeah 돌려 돌려 나의 Anpan Keep ballin' ballin' still 방탄 눈 뜨니 hero but still in 미로 그 young man, young man, young man 계속 몰래 몰래 상처 만땅 But ballin' ballin' still 방탄 아파도 hero 두려움은 뒤로 Anpanman panman panman I'm a new generation Anpanman I'm a new superhero Anpanman 내가 가진 건 이 노래 한방 Lemme say ＂All the bad men, cop out＂ I'm a new generation Anpanman I'm a new superhero Anpanman 내가 가진 건 이 노래 한방 Lemme say ＂All the bad men, cop out＂
음원순위	TWICE	YES or YES	YES or YES	2018	심은지	Hey boy Look, I'm gonna make this simple for you, you got two choices YES or YES? Ah 둘 중에 하나만 골라 YES or YES? Ah ah 하나만 선택해 어서 YES or YES? 내가 이렇게도 이기적이었던가 뭔가 이렇게 갖고 싶던 적 있었나 다 놀라 내 뻔뻔함에 Come on and tell me yes 생각보다 과감해진 나의 시나리오 이 정도 Plan이면 완벽해 만족해 I don't care 누가 뭐래도 You better tell me yes 내 맘은 정했어 YES! 그럼 이제 네 대답을 들을 차례 힘들면 보기를 줄게 넌 고르기만 해 고민할 필요도 없게 해줄게 뭘 고를지 몰라 준비해봤어 둘 중에 하나만 골라 YES or YES? 네 마음을 몰라 준비해봤어 하나만 선택해 어서 YES or YES? 싫어는 싫어 나 아니면 우리? 선택을 존중해 거절은 거절해 선택지는 하나 자 선택은 네 맘 It's all up to you 둘 중에 하나만 골라 YES or YES? 진심일까? Do not guess 진심이니? Do not ask 애매한 좌우 말고 확실히 위아래로 There's no letters N & O 지워버릴래 오늘부로 복잡하게 고민할 필요 없어 정답은 YES YES YO 없던 이기심도 자극하는 너의 눈과 널 향한 호기심이 만나서 타올라 타오른다 My heart burn burn burn 조금 쉽게 말하자면 넌 뭘 골라도 날 만나게 될 거야 뭐 좀 황당하긴 해도 억지라고 해도 절대 후회하지 않게 해줄게 뭘 고를지 몰라 준비해봤어 둘 중에 하나만 골라 YES or YES? 네 마음을 몰라 준비해봤어 하나만 선택해 어서 YES or YES? 싫어는 싫어 나 아니면 우리? 선택을 존중해 거절은 거절해 선택지는 하나 자 선택은 네 맘 Now, it's all up to you Maybe not No! No! Maybe yes No! No! 좀 더 선명하게 네 맘을 내게 보여봐 귀 기울여봐 무슨 소리가 들리지 않니? It's! Simple! Y! E! S! Hey! 둘 중에 하나만 골라 YES or YES? 하나만 선택해 어서 YES or YES? 하나 더 보태서 YES or YES or YES 골라봐 자 선택은 네 맘
음원순위	방탄소년단	MAP OF THE SOUL : PERSONA	작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)	2019	PDOGG,RM,Melanie Fontana,Michel 'Lindgren' Schulz,'Hitman' Bang,SUGA,Emily Weisband,j-hope,Halsey	모든 게 궁금해 How’s your day Oh tell me 뭐가 널 행복하게 하는지 Oh text me Your every picture 내 머리맡에 두고 싶어 oh bae Come be my teacher 네 모든 걸 다 가르쳐줘 Your 1, your 2 Listen my my baby 나는 저 하늘을 높이 날고 있어 (그때 니가 내게 줬던 두 날개로) 이제 여긴 너무 높아 난 내 눈에 널 맞추고 싶어 Yeah you makin’ me a boy with luv Oh my my my oh my my my I've waited all my life 네 전부를 함께하고 싶어 Oh my my my oh my my my Looking for something right 이제 조금은 나 알겠어 I want something stronger Than a moment, than a moment, love I have waited longer For a boy with For a boy with luv 널 알게 된 이후 ya 내 삶은 온통 너 ya 사소한 게 사소하지 않게 만들어버린 너라는 별 하나부터 열까지 모든 게 특별하지 너의 관심사 걸음걸이 말투와 사소한 작은 습관들까지 다 말하지 너무 작던 내가 영웅이 된 거라고 (Oh nah) 난 말하지 운명 따윈 처음부터 내 게 아니었다고 (Oh nah) 세계의 평화 (No way) 거대한 질서 (No way) 그저 널 지킬 거야 난 (Boy with luv) Listen my my baby 나는 저 하늘을 높이 날고 있어 (그때 니가 내게 줬던 두 날개로) 이제 여긴 너무 높아 난 내 눈에 널 맞추고 싶어 Yeah you makin’ me a boy with luv Oh my my my oh my my my You got me high so fast 네 전부를 함께하고 싶어 Oh my my my oh my my my You got me fly so fast 이제 조금은 나 알겠어 Love is nothing stronger Than a boy with luv Love is nothing stronger Than a boy with luv 툭 까놓고 말할게 나도 모르게 힘이 들어가기도 했어 높아버린 sky, 커져버린 hall 때론 도망치게 해달라며 기도했어 But 너의 상처는 나의 상처 깨달았을 때 나 다짐했던 걸 니가 준 이카루스의 날개로 태양이 아닌 너에게로 Let me fly Oh my my my oh my my my I've waited all my life 네 전부를 함께하고 싶어 Oh my my my oh my my my Looking for something right 이제 조금은 나 알겠어 I want something stronger Than a moment, than a moment, love Love is nothing stronger Than a boy with luv
음원순위	TWICE	FANCY YOU	FANCY	2019	블랙아이드필승, 전군	지금 하늘 구름 색은 Tropical yeah 저 태양 빨간빛 네 두 볼 같아 Oh tell me I’m the only one baby I fancy you I fancy you fancy you It’s dangerous 따끔해 넌 장미 같아 괜찮아 조금도 난 겁나지 않아 더 세게 꼭 잡아 Take my hand 좀 위험할거야 더 위험할거야 baby 달콤한 초콜릿 아이스크림처럼 녹아버리는 지금 내 기분 So lovely 깜깜한 우주 속 가장 반짝이는 저 별 저 별 그 옆에 큰 네 별 거기 너 I fancy you 아무나 원하지 않아 Hey I love you Love ya 그래 너 I fancy you 꿈처럼 행복해도 돼 Cause I need you What Fancy you 누가 먼저 좋아하면 어때 Fancy you 지금 너에게로 갈래 Fancy 매일매일 난 정말 아무것도 못하네 Oh my Mayday 이러다 큰일 낼 것 같은데 Bang bang 머리가 홀린 듯 Reset이 돼 어쩌면 좋아 이게 맞는건지 몰라 S.O.S Swim swim 너란 바다에 잠수함이 돼 매일이 Birthday 달콤해 너와 나의 Fantasy Dream dream 마치 꿈같아 볼 꼬집어봐 요즘 나의 상태 메세진 랄랄라 Baby 달콤한 초콜릿 아이스크림처럼 녹아버리는 지금 내 기분 So lovely 깜깜한 우주 속 가장 반짝이는 저 별 저 별 그 옆에 큰 네 별 거기 너 I fancy you 아무나 원하지 않아 Hey I love you Love ya 그래 너 I fancy you 꿈처럼 행복해도 돼 Cause I need you What Fancy you 누가 먼저 좋아하면 어때 Fancy you 지금 너에게로 갈래 Fancy 연기처럼 훅 사라질까 늘 가득히 담아 널 두 눈에 담아 생각만으로 포근해져 몰래 뒤에서 안아 널 놓지 않을래 거기 너 I fancy you 아무나 원하지 않아 Hey I love you Love ya 그래 너 I fancy you 꿈처럼 행복해도 돼 Cause I need you What Fancy you 누가 먼저 좋아하면 어때 Fancy you 지금 너에게로 갈래 Fancy
음원순위	BLACKPINK	KILL THIS LOVE	Kill This Love	2019	TEDDY, Bekuh BOOM 	천사 같은 Hi 끝엔 악마 같은 Bye 매번 미칠듯한 High 뒤엔 뱉어야 하는 Price 이건 답이 없는 Test 매번 속더라도 Yes 딱한 감정의 노예 얼어 죽을 사랑해 Here I come kick in the door 가장 독한 걸로 줘 뻔하디 뻔한 그 love 더 내놔봐 give me some more 알아서 매달려 벼랑 끝에 한마디면 또 like 헤벌레 해 그 따뜻한 떨림이 새빨간 설렘이 마치 heaven 같겠지만 you might not get in it Look at me Look at you 누가 더 아플까 You smart 누가 You are 두 눈에 피눈물 흐르게 된다면 So sorry 누가 You are 나 어떡해 나약한 날 견딜 수 없어 애써 두 눈을 가린 채 사랑의 숨통을 끊어야겠어 LET’S KILL THIS LOVE LET’S KILL THIS LOVE Feelin’ like a sinner Its so fire with him I go boo hoo He said you look crazy Thank you baby I owe it all to you Got me all messed up His love is my favorite But you plus me sadly can be dangerous Lucky me Lucky you 결국엔 거짓말 we lie So what so what 만약에 내가 널 지우게 된다면 So sorry I’m not sorry 나 어떡해 나약한 날 견딜 수 없어 애써 눈물을 감춘 채 사랑의 숨통을 끊어야겠어 LET’S KILL THIS LOVE LET’S KILL THIS LOVE We all commit to love That makes you cry We’re all making love That kills you inside We must kill this love Yeah it’s sad but true Gotta kill this love Before it kills you too Kill this love Yeah it’s sad but true Gotta kill this love Gotta kill let’s kill this love
음원순위	엑소	LOVE SHOT - The 5th Album Repackage	Love Shot	2018.12.13	조윤경, 첸(CHEN), 찬열 (CHANYEOL)	차갑도록 서롤 겨눈 채 날이 선 듯 그 목소리엔 숨막히는 것만 가득해 Oh oh oh oh oh Aye ye 눈을 가린 채로 그렇게 굳게 닫아버린 서로의 맘이 애써 외면하는 걸 Ah 타들어가 갈라질 듯 숨이 막혀와 갈증이 나 이 한 잔을 가득히 담아 넘칠 듯한 위태론 오늘 밤을 난 It’s the love shot Na nanana nananana Na nanana nanana Na nanana nananana Oh oh oh oh oh It’s the love shot Na nanana nananana Na nanana nanana Na nanana nananana Oh oh oh oh oh It’s the love shot 비틀려버린 love & hate 아름다웠던 기억들 하얗게 물들여져 조금씩 바래어가 매일 더 깊어져 calm down 상처가 되는 말과 검게 타버린 마음 Where is love? Yeah yeah yeah yeah 눈과 귀를 막고 억지로 헤매봐도 결국 정답은 love too much ego에 주린 배를 불리고 비어버린 한 잔의 compassion 이제 다시 채워 들어보자 다 It’s the love shot Na nanana nananana Na nanana nanana Na nanana nananana Oh oh oh oh oh It’s the love shot Na nanana nananana Na nanana nanana Na nanana nananana Oh oh oh oh oh It’s the love shot People come and people go 세상에 멈춰선 너와 난 무뎌진 감정들에 서서히 익숙해져가 심장이 타 메마르다 갈라질 듯한 믿음에 난 너로 적셔 틈을 채워가 꺼질 듯한 내 맘에 불을 붙여놔 Yeah It’s the love shot Na nanana nananana Na nanana nanana Na nanana nananana Oh oh oh oh oh It’s the love shot Na nanana nananana Na nanana nanana Na nanana nananana Oh oh oh oh oh It’s the love shot
음원순위	방탄소년단	MAP OF THE SOUL : PERSONA	소우주 (Mikrokosmos)	2019	Matty Thomson,Max Lynedoch Graham,Marcus McCoan,Ryan Lawrie,Camilla Anne Stewart,RM,SUGA,j-hope,Jordan 'DJ Swivel' Young,Candace Nicole Sosa,Melanie Fontana,Michel 'Lindgren' Schulz	반짝이는 별빛들 깜빡이는 불 켜진 건물 우린 빛나고 있네 각자의 방 각자의 별에서 어떤 빛은 야망 어떤 빛은 방황 사람들의 불빛들 모두 소중한 하나 어두운 밤 (외로워 마) 별처럼 다 (우린 빛나) 사라지지 마 큰 존재니까 Let us shine 어쩜 이 밤의 표정이 이토록 또 아름다운 건 저 별들도 불빛도 아닌 우리 때문일 거야 You got me 난 너를 보며 꿈을 꿔 I got you 칠흑 같던 밤들 속 서로가 본 서로의 빛 같은 말을 하고 있었던 거야 우린 가장 깊은 밤에 더 빛나는 별빛 가장 깊은 밤에 더 빛나는 별빛 밤이 깊을수록 더 빛나는 별빛 한 사람에 하나의 역사 한 사람에 하나의 별 70억 개의 빛으로 빛나는 70억 가지의 world 70억 가지의 삶 도시의 야경은 어쩌면 또 다른 도시의 밤 각자만의 꿈 Let us shine 넌 누구보다 밝게 빛나 One 어쩜 이 밤의 표정이 이토록 또 아름다운 건 저 어둠도 달빛도 아닌 우리 때문일 거야 You got me 난 너를 보며 꿈을 꿔 I got you 칠흑 같던 밤들 속 서로가 본 서로의 빛 같은 말을 하고 있었던 거야 우린 가장 깊은 밤에 더 빛나는 별빛 가장 깊은 밤에 더 빛나는 별빛 밤이 깊을수록 더 빛나는 별빛 도시의 불, 이 도시의 별 어릴 적 올려본 밤하늘을 난 떠올려 사람이란 불, 사람이란 별로 가득한 바로 이 곳에서 We shinin’ You got me 난 너를 보며 숨을 쉬어 I got you 칠흑 같던 밤들 속에 Shine, dream, smile Oh let us light up the night 우린 우리대로 빛나 Shine, dream, smile Oh let us light up the night 우리 그 자체로 빛나 Tonight Na na na na na na Na na na na na na na Na na na na na na Na na na na na na na na Na na na na na na Na na na na na na na Na na na na na na Na na na na na na na na
음원순위	엑소	DON`T MESS UP MY TEMPO - The 5th Album	Tempo	2018.11.02	제이큐(JQ), 페노메코(PENOMECO), 유영진	I can’t believe 기다렸던 이런 느낌 나만 듣고 싶은 그녀는 나의 멜로디 하루 종일 go on and on and oh 떠나지 않게 그녈 내 곁에 Don’t mess up my tempo 들어봐 이건 충분히 I said don’t mess up my tempo 그녀의 맘을 훔칠 beat 어디에도 없을 리듬에 맞춰 1, 2, 3 Don’t mess up my tempo 멈출 수 없는 이끌림 매혹적인 넌 lovely 틈 없이 좁혀진 거리 불규칙해지는 heartbeat 잠시 눈을 감아 trust me 밖으로 나갈 채비 미리 해둬 Are you ready? 오늘은 내가 캐리 도시 나 사이의 케미 이미 나와 놓곤 뭐가 창피해 ma boo 어정쩡 어버버 할 필요 없다고 챙길 건 없으니 손잡아 my lady 가는 길마다 레드 카펫 또 런웨이인걸 발걸음이 남달라 지금 이 속도 맞춰보자 tempo Baby girl 아침을 설레게 하는 모닝콜 매일 봐도 보고 싶은 맘인걸 지금부터 나와 Let’s get down 모든 것이 완벽하게 좋아 So don’t slow it up for me Don’t mess up my tempo 들어봐 이건 충분히 I said don’t mess up my tempo 그녀의 맘을 훔칠 beat 어디에도 없을 리듬에 맞춰 1, 2, 3 Don’t mess up my tempo 멈출 수 없는 이끌림 주윌 둘러봐 lovely 틈 없이 좁혀진 거리 너에게 맞춰진 heartbeat 하고 싶은 대로 teach me 여긴 내 구역 Don't test me 혼자 있기 어색하다면 보내줘 message Now you got me flexin’ 주윌 둘러봐 널 보는 들러리들 속 위대한 개츠비 (Hold on wow) I’m doing alright baby girl you don't know 치워 네 머리 위에 물음표 내 사전에 없는 L.I.E 너는 이미 자연스럽게 맞추고 있어 내 tempo Baby girl 내 어깨에 살짝 기댄 그대의 아련한 향기가 다시 내 맘에 소용돌이치며 몰아친다 이대로 난 영원하고 싶다 So don’t mess up my tempo baby Don’t slow it up for me Don’t mess up my tempo Don’t mess up my tempo Don’t mess up my tempo Don’t mess up my tempo Don’t mess up my tempo Don’t mess up my tempo Don’t mess up my tempo 내 눈을 바라보고 말해 나의 귓가에만 닿게 나만 사랑한다 말해 나밖에 없다고 말해 더 이상 흔들리지 않게 절대 널 뺏기지 않게 누구도 건들 수 없게 내 곁에 너를 지킬게 내 마음이 느껴지니 나를 감싸 안은 유일한 나만의 savior 모두 그런 널 바라보게 돼 I can’t believe 기다렸던 이런 느낌 나만 듣고 싶은 그녀는 나의 멜로디 하루 종일 go on and on and oh 떠나지 않게 그녈 내 곁에 Don’t mess up my tempo 따라와 이건 충분히 I said don’t mess up my tempo 완전히 다른 색의 beat 어디에도 없을 이런 완벽한 1, 2, 3 Don’t mess up my tempo 멈출 수 없는 이끌림 
음원순위	방탄소년단	MAP OF THE SOUL : PERSONA	Make It Right	2019	Fred Gibson,Ed Sheeran,Benjy Gibson,Jo Hill,RM,SUGA,j-hope	내가 날 눈치챘던 순간 떠나야만 했어 난 찾아내야 했어 All day all night 사막과 바다들을 건너 넓고 넓은 세계를 헤매어 다녔어 Baby I I could make it better I could hold you tighter 그 먼 길 위에서 Oh you’re the light 초대받지 못한 환영받지 못한 나를 알아줬던 단 한 사람 끝도 보이지 않던 영원의 밤 내게 아침을 선물한 건 너야 이제 그 손 내가 잡아도 될까 Oh oh I can make it right All right All right Oh I can make it right All right All right Oh I can make it right 이 세상 속에 영웅이 된 나 나를 찾는 큰 환호와 내 손, 트로피와 금빛 마이크 All day, everywhere But 모든 게 너에게 닿기 위함인 걸 내 여정의 답인 걸 널 찾기 위해 노래해 Baby to you 전보다 조금 더 커진 키에 좀 더 단단해진 목소리에 모든 건 네게 돌아가기 위해 이제 너라는 지도를 활짝 펼칠게 My rehab 날 봐 왜 못 알아봐 남들의 아우성 따위 나 듣고 싶지 않아 너의 향기는 여전히 나를 꿰뚫어 무너뜨려 되돌아가자 그때로 Baby I know I can make it better I can hold you tighter 그 모든 길은 널 향한 거야 다 소용없었어 너 아닌 다른 건 그때처럼 날 어루만져줘 끝도 보이지 않던 영원의 밤 내게 아침을 선물한 건 너야 이제 그 손 내가 잡아도 될까 Oh oh I can make it right All right All right Oh I can make it right All right All right Oh I can make it right 여전히 아름다운 너 그날의 그때처럼 말없이 그냥 날 안아줘 지옥에서 내가 살아 남은 건 날 위했던 게 아닌 되려 너를 위한 거란 걸 안다면 주저 말고 please save my life 너 없이 헤쳐왔던 사막 위는 목말라 그러니 어서 빨리 날 잡아줘 너 없는 바다는 결국 사막과 같을 거란 걸 알아 All right I can make it better I can hold you tighter Oh I can make it right 다 소용없었어 너 아닌 다른 건 Oh I can make it right All right All right Oh I can make it right
음원순위	레드벨벳	‘The ReVe Festival' Finale	Psycho	2019.12.23.	Kenzie	Psycho 널 어쩌면 좋을까 이런 맘은 또 첨이라 Up & Down이 좀 심해 조절이 자꾸 잘 안돼 하나 확실한 건 I don’t play the game 우리 진짜 별나대 그냥 내가 너무 좋아해 넌 그걸 너무 잘 알고 날 쥐락펴락해 나도 마찬가지인걸 우린 참 별나고 이상한 사이야 서로를 부서지게 (부서지게) 그리곤 또 껴안아 (그리곤 또 껴안아) You got me feeling like a psycho psycho 우릴 보고 말해 자꾸 자꾸 다시 안 볼 듯 싸우다가도 붙어 다니니 말야 이해가 안 간대 웃기지도 않대 맞아 Psycho psycho 서로 좋아 죽는 바보 바보 너 없인 어지럽고 슬퍼져 기운도 막 없어요 둘이 잘 만났대 Hey now we’ll be ok Hey trouble 경고 따윈 없이 오는 너 I’m original visual 우린 원래 이랬어 Yeah 두렵지는 않아 (흥미로울 뿐) It’s hot! Let me just hop 어떻게 널 다룰까? Ooh 어쩔 줄을 몰라 너를 달래고 매섭게 발로 차도 가끔 내게 미소 짓는 널 어떻게 놓겠어 Ooh 우린 아름답고 참 슬픈 사이야 서로를 빛나게 해 (Tell me now) 마치 달과 강처럼 그리곤 또 껴안아 You got me feeling like a psycho psycho 우릴 보고 말해 자꾸 자꾸 다시 안 볼 듯 싸우다가도 붙어 다니니 말야 이해가 안 간대 웃기지도 않대 맞아 Psycho psycho 서로 좋아 죽는 바보 바보 너 없인 어지럽고 슬퍼져 기운도 막 없어요 둘이 잘 만났대 Hey now we’ll be ok Don’t look back 그렇게 우리답게 가보자 난 온몸으로 널 느끼고 있어 Everything will be ok (You got me feeling like a psycho) Like a psycho psycho 우릴 보고 말해 자꾸 자꾸 다시 안 볼 듯 싸우다가도 붙어 다니니 말야 둘이 잘 만났대 Hey now we’ll be ok Hey now we’ll be ok Hey now we’ll be ok Hey now we’ll be ok Hey now we’ll be ok It’s alright It’s alright Hey now we’ll be ok Hey now we’ll be ok Hey now we’ll be ok Hey now we’ll be ok It’s alright It’s alright 우린 좀 이상해 Psycho
음원순위	방탄소년단	MAP OF THE SOUL : 7	Black Swan	2020	PDOGG,RM,August Rigo,Vince Nantes,Clyde Kelly	Do your thang Do your thang with me now Do your thang Do your thang with me now What's my thang What's my thang tell me now Tell me now Yeah yeah yeah yeah Ayy 심장이 뛰지 않는대 더는 음악을 들을 때 Tryna pull up 시간이 멈춘 듯해 Oh that would be my first death I been always afraid of 이게 나를 더 못 울린다면 내 가슴을 더 떨리게 못 한다면 어쩜 이렇게 한 번 죽겠지 아마 But what if that moment's right now Right now 귓가엔 느린 심장 소리만 bump bump bump 벗어날래도 그 입속으로 jump jump jump 어떤 노래도 와닿지 못해 소리 없는 소릴 질러 모든 빛이 침묵하는 바다 yeah yeah yeah 길 잃은 내 발목을 또 잡아 yeah yeah yeah 어떤 소리도 들리지 않아 yeah yeah yeah Killin' me now Killin' me now Do you hear me yeah 홀린 듯 천천히 가라앉아 nah nah nah 몸부림쳐봐도 사방이 바닥 nah nah 모든 순간들이 영원이 돼 yeah yeah yeah Film it now Film it now Do you hear me yeah Do your thang Do your thang with me now Do your thang Do your thang with me now What's my thang What's my thang tell me now Tell me now Yeah yeah yeah yeah Deeper Yeah I think I'm goin' deeper 자꾸 초점을 잃어 이젠 놓아줘 싫어 차라리 내 발로 갈게 내가 뛰어들어갈게 가장 깊은 곳에서 나는 날 봤어 천천히 난 눈을 떠 여긴 나의 작업실 내 스튜디오 거센 파도 깜깜하게 나를 스쳐도 절대 끌려가지 않을 거야 다시 또 Inside I saw myself, myself 귓가엔 빠른 심장 소리만 bump bump bump 두 눈을 뜨고 나의 숲으로 jump jump jump 그 무엇도 날 삼킬 수 없어 힘껏 나는 소리 질러 모든 빛이 침묵하는 바다 yeah yeah yeah 길 잃은 내 발목을 또 잡아 yeah yeah yeah 어떤 소리도 들리지 않아 yeah yeah yeah Killin' me now Killin' me now Do you hear me yeah 홀린 듯 천천히 가라앉아 nah nah nah 몸부림쳐봐도 사방이 바닥 nah nah 모든 순간들이 영원이 돼 yeah yeah yeah Film it now Film it now Do you hear me yeah Do your thang Do your thang with me now Do your thang Do your thang with me now What's my thang What's my thang tell me now Tell me now Yeah yeah yeah yeah
